ipc2011,bl1,eager,LIFO,hd,nomystery,4
ipc2011,bl1,eager,LIFO,hd,tidybot,18
ipc2011,bl1,eager,LIFO,hd,pegsol,20
ipc2011,bl1,eager,LIFO,hd,visitall,2
ipc2011,bl1,eager,LIFO,hd,transport,0
ipc2011,bl1,eager,LIFO,hd,elevators,0
ipc2011,bl1,eager,LIFO,hd,woodworking,1
ipc2011,bl1,eager,LIFO,hd,barman,0
ipc2011,bl1,eager,LIFO,hd,parcprinter,0
ipc2011,bl1,eager,LIFO,hd,parking,0
ipc2011,bl1,eager,LIFO,hd,floortile,0
ipc2011,bl1,eager,LIFO,hd,scanalyzer,4
ipc2011,bl1,eager,LIFO,hd,sokoban,4
ipc2011,bl1,eager,LIFO,hd,openstacks,0
ipc2014,bl1,eager,LIFO,hd,barman,0
ipc2014,bl1,eager,LIFO,hd,citycar,0
ipc2014,bl1,eager,LIFO,hd,parking,0
ipc2014,bl1,eager,LIFO,hd,childsnack,0
ipc2014,bl1,eager,LIFO,hd,floortile,0
ipc2014,bl1,eager,LIFO,hd,tetris,1
ipc2014,bl1,eager,LIFO,hd,cavediving,7
ipc2014,bl1,eager,LIFO,hd,transport,0
ipc2014,bl1,eager,LIFO,hd,thoughtful,5
ipc2014,bl1,eager,LIFO,hd,maintenance,0
ipc2014,bl1,eager,LIFO,hd,openstacks,0
ipc2014,bl1,eager,LIFO,hd,hiking,2
ipc2014,bl1,eager,LIFO,hd,visitall,0
ipc2014,bl1,eager,LIFO,hd,ged,0
ipc2014,bl1,eager,LIFO,hd,barman,0
ipc2014,bl1,eager,LIFO,hd,citycar,0
ipc2014,bl1,eager,LIFO,hd,parking,0
ipc2014,bl1,eager,LIFO,hd,childsnack,0
ipc2014,bl1,eager,LIFO,hd,floortile,0
ipc2014,bl1,eager,LIFO,hd,tetris,1
ipc2014,bl1,eager,LIFO,hd,cavediving,7
ipc2014,bl1,eager,LIFO,hd,transport,0
ipc2014,bl1,eager,LIFO,hd,thoughtful,5
ipc2014,bl1,eager,LIFO,hd,maintenance,0
ipc2014,bl1,eager,LIFO,hd,openstacks,0
ipc2014,bl1,eager,LIFO,hd,hiking,2
ipc2014,bl1,eager,LIFO,hd,visitall,0
ipc2014,bl1,eager,LIFO,hd,ged,0
ipc2011,bl1,eager,LIFO,hd,nomystery,4
ipc2011,bl1,eager,LIFO,hd,tidybot,18
ipc2011,bl1,eager,LIFO,hd,pegsol,20
ipc2011,bl1,eager,LIFO,hd,visitall,2
ipc2011,bl1,eager,LIFO,hd,transport,0
ipc2011,bl1,eager,LIFO,hd,elevators,0
ipc2011,bl1,eager,LIFO,hd,woodworking,1
ipc2011,bl1,eager,LIFO,hd,barman,0
ipc2011,bl1,eager,LIFO,hd,parcprinter,0
ipc2011,bl1,eager,LIFO,hd,parking,0
ipc2011,bl1,eager,LIFO,hd,floortile,0
ipc2011,bl1,eager,LIFO,hd,scanalyzer,4
ipc2011,bl1,eager,LIFO,hd,sokoban,4
ipc2011,bl1,eager,LIFO,hd,openstacks,0
ipc2011,bl1,eager,LIFO,hd,nomystery,4
ipc2011,bl1,eager,LIFO,hd,tidybot,18
ipc2011,bl1,eager,LIFO,hd,pegsol,20
ipc2011,bl1,eager,LIFO,hd,visitall,2
ipc2011,bl1,eager,LIFO,hd,transport,0
ipc2011,bl1,eager,LIFO,hd,elevators,0
ipc2011,bl1,eager,LIFO,hd,woodworking,1
ipc2011,bl1,eager,LIFO,hd,barman,0
ipc2011,bl1,eager,LIFO,hd,parcprinter,0
ipc2011,bl1,eager,LIFO,hd,parking,0
ipc2011,bl1,eager,LIFO,hd,floortile,0
ipc2011,bl1,eager,LIFO,hd,scanalyzer,4
ipc2011,bl1,eager,LIFO,hd,sokoban,4
ipc2011,bl1,eager,LIFO,hd,openstacks,0
ipc2011,bl1,eager,LIFO,hd,nomystery,4
ipc2011,bl1,eager,LIFO,hd,tidybot,18
ipc2011,bl1,eager,LIFO,hd,pegsol,20
ipc2011,bl1,eager,LIFO,hd,visitall,2
ipc2011,bl1,eager,LIFO,hd,transport,0
ipc2011,bl1,eager,LIFO,hd,elevators,0
ipc2011,bl1,eager,LIFO,hd,woodworking,1
ipc2011,bl1,eager,LIFO,hd,barman,0
ipc2011,bl1,eager,LIFO,hd,parcprinter,0
ipc2011,bl1,eager,LIFO,hd,parking,0
ipc2011,bl1,eager,LIFO,hd,floortile,0
ipc2011,bl1,eager,LIFO,hd,scanalyzer,4
ipc2011,bl1,eager,LIFO,hd,sokoban,4
ipc2011,bl1,eager,LIFO,hd,openstacks,0
ipc2014,bl1,eager,LIFO,hd,barman,0
ipc2014,bl1,eager,LIFO,hd,citycar,0
ipc2014,bl1,eager,LIFO,hd,parking,0
ipc2014,bl1,eager,LIFO,hd,childsnack,0
ipc2014,bl1,eager,LIFO,hd,floortile,0
ipc2014,bl1,eager,LIFO,hd,tetris,1
ipc2014,bl1,eager,LIFO,hd,cavediving,7
ipc2014,bl1,eager,LIFO,hd,transport,0
ipc2014,bl1,eager,LIFO,hd,thoughtful,5
ipc2014,bl1,eager,LIFO,hd,maintenance,0
ipc2014,bl1,eager,LIFO,hd,openstacks,0
ipc2014,bl1,eager,LIFO,hd,hiking,2
ipc2014,bl1,eager,LIFO,hd,visitall,0
ipc2014,bl1,eager,LIFO,hd,ged,0
ipc2014,bl1,eager,LIFO,hd,barman,0
ipc2014,bl1,eager,LIFO,hd,citycar,0
ipc2014,bl1,eager,LIFO,hd,parking,0
ipc2014,bl1,eager,LIFO,hd,childsnack,0
ipc2014,bl1,eager,LIFO,hd,floortile,0
ipc2014,bl1,eager,LIFO,hd,tetris,1
ipc2014,bl1,eager,LIFO,hd,cavediving,7
ipc2014,bl1,eager,LIFO,hd,transport,0
ipc2014,bl1,eager,LIFO,hd,thoughtful,5
ipc2014,bl1,eager,LIFO,hd,maintenance,0
ipc2014,bl1,eager,LIFO,hd,openstacks,0
ipc2014,bl1,eager,LIFO,hd,hiking,2
ipc2014,bl1,eager,LIFO,hd,visitall,0
ipc2014,bl1,eager,LIFO,hd,ged,0
ipc2014,bl1,eager,LIFO,h,barman,0
ipc2014,bl1,eager,LIFO,h,citycar,0
ipc2014,bl1,eager,LIFO,h,parking,0
ipc2014,bl1,eager,LIFO,h,childsnack,2
ipc2014,bl1,eager,LIFO,h,floortile,0
ipc2014,bl1,eager,LIFO,h,tetris,0
ipc2014,bl1,eager,LIFO,h,cavediving,7
ipc2014,bl1,eager,LIFO,h,transport,0
ipc2014,bl1,eager,LIFO,h,thoughtful,5
ipc2014,bl1,eager,LIFO,h,maintenance,0
ipc2014,bl1,eager,LIFO,h,openstacks,0
ipc2014,bl1,eager,LIFO,h,hiking,6
ipc2014,bl1,eager,LIFO,h,visitall,20
ipc2014,bl1,eager,LIFO,h,ged,0
ipc2014,bl1,eager,LIFO,h,barman,0
ipc2014,bl1,eager,LIFO,h,citycar,0
ipc2014,bl1,eager,LIFO,h,parking,0
ipc2014,bl1,eager,LIFO,h,childsnack,2
ipc2014,bl1,eager,LIFO,h,floortile,0
ipc2014,bl1,eager,LIFO,h,tetris,0
ipc2014,bl1,eager,LIFO,h,cavediving,7
ipc2014,bl1,eager,LIFO,h,transport,0
ipc2014,bl1,eager,LIFO,h,thoughtful,5
ipc2014,bl1,eager,LIFO,h,maintenance,0
ipc2014,bl1,eager,LIFO,h,openstacks,0
ipc2014,bl1,eager,LIFO,h,hiking,6
ipc2014,bl1,eager,LIFO,h,visitall,20
ipc2014,bl1,eager,LIFO,h,ged,0
ipc2011,bl1,eager,LIFO,h,nomystery,4
ipc2011,bl1,eager,LIFO,h,tidybot,9
ipc2011,bl1,eager,LIFO,h,pegsol,20
ipc2011,bl1,eager,LIFO,h,visitall,20
ipc2011,bl1,eager,LIFO,h,transport,0
ipc2011,bl1,eager,LIFO,h,elevators,0
ipc2011,bl1,eager,LIFO,h,woodworking,1
ipc2011,bl1,eager,LIFO,h,barman,0
ipc2011,bl1,eager,LIFO,h,parcprinter,0
ipc2011,bl1,eager,LIFO,h,parking,0
ipc2011,bl1,eager,LIFO,h,floortile,0
ipc2011,bl1,eager,LIFO,h,scanalyzer,6
ipc2011,bl1,eager,LIFO,h,sokoban,5
ipc2011,bl1,eager,LIFO,h,openstacks,0
ipc2011,bl1,eager,LIFO,h,nomystery,4
ipc2011,bl1,eager,LIFO,h,tidybot,9
ipc2011,bl1,eager,LIFO,h,pegsol,20
ipc2011,bl1,eager,LIFO,h,visitall,20
ipc2011,bl1,eager,LIFO,h,transport,0
ipc2011,bl1,eager,LIFO,h,elevators,0
ipc2011,bl1,eager,LIFO,h,woodworking,1
ipc2011,bl1,eager,LIFO,h,barman,0
ipc2011,bl1,eager,LIFO,h,parcprinter,0
ipc2011,bl1,eager,LIFO,h,parking,0
ipc2011,bl1,eager,LIFO,h,floortile,0
ipc2011,bl1,eager,LIFO,h,scanalyzer,6
ipc2011,bl1,eager,LIFO,h,sokoban,5
ipc2011,bl1,eager,LIFO,h,openstacks,0
ipc2011,bl1,eager,LIFO,h,nomystery,4
ipc2011,bl1,eager,LIFO,h,tidybot,9
ipc2011,bl1,eager,LIFO,h,pegsol,20
ipc2011,bl1,eager,LIFO,h,visitall,20
ipc2011,bl1,eager,LIFO,h,transport,0
ipc2011,bl1,eager,LIFO,h,elevators,0
ipc2011,bl1,eager,LIFO,h,woodworking,1
ipc2011,bl1,eager,LIFO,h,barman,0
ipc2011,bl1,eager,LIFO,h,parcprinter,0
ipc2011,bl1,eager,LIFO,h,parking,0
ipc2011,bl1,eager,LIFO,h,floortile,0
